연도,변동사유발생연월일,판매업의종류,구분,업체명,소재지
2014,20140615,주유소,신규등록,착한6주유소,전라북도 익산시 서동로256 (신흥동)
2014,20140615,용제판매소,신규등록,(주)코씰,전라북도 군산시 외항1길32-31 (소룡동)
2014,20140615,주유소,재영업,하영주유소,부산광역시 기장군 반송로1517 (기장읍)
2014,20140616,주유소,신규등록,(주)디에스에이 도금단지주유소,경기도 안산시 상록구 용담로75 (팔곡이동)
2014,20140616,주유소,신규등록,몽고,경상남도 함안군 용산2길40 (칠원읍)
2014,20140616,주유소,신규등록,태양주유소,전라남도 광양시 백운로965 (성황동)
2014,20140616,주유소,신규등록,(주)디에스에이 도금단지주유소,경기도 안산시 상록구 용담로75 (팔곡이동)
2014,20140616,주유소,재영업,하나로∥주유소,대구광역시 달서구 비슬로2682 (대곡동)
2014,20140616,석유대리점,재영업,(주)대광석유,충청북도 제천시 제천북로791 (고암동)
2014,20140616,주유소,재영업,남김천 IC주유소,경상북도 김천시 농남로1065 (남면)
2014,20140616,주유소,재영업,SK서야주유소,충청남도 당진시 덕평로319 (합덕읍)
2014,20140616,주유소,휴업,도개주유소,경상북도 구미시 도안로430 (도개면)
2014,20140616,주유소,휴업,신한두현주유소,전라북도 정읍시 충정로450 (농소동)
2014,20140617,석유대리점,신규등록,케이지에너지(주),경상북도 경주시 산업로4484 (용강동)
2014,20140617,주유소,재영업,우리주유소,충청북도 음성군 대금로607 (대소면)
2014,20140617,주유소,재영업,가람주유소,광주광역시 서구 상무대로1206번길3 (농성동)
2014,20140617,주유소,재영업,태양주유소,경상남도 의령군 함의로2274 (유곡면)
2014,20140617,주유소,휴업,용두주유소,충청북도 제천시 용두대로29길9 (신월동)
2014,20140618,주유소,신규등록,일등주유소,전라남도 나주시 영산로 6685(남평읍)
2014,20140618,주유소,재영업,페트로 앰엔에스(주)네트웍사업부 한빛주유소,전라북도 익산시 석암로122 (용제동)
2014,20140618,주유소,휴업,코끼리주유소,서울특별시 은평구 서오릉로41 (녹번동)
2014,20140618,주유소,폐업,인제주유소,경상남도 김해시 삼안로195번길44 (삼방동)
2014,20140618,주유소,폐업,승훈주유소,대구광역시 서구 북비산로300 (평리동)
2014,20140618,주유소,폐업,우리동래주유소,부산광역시 동래구 수안로60 (수안동)
2014,20140618,용제판매소,폐업,우정산업주식회사,충청북도 진천군 한삼로121 (덕산면)
2014,20140619,석유대리점,신규등록,이티켐스주식회사,"서울특별시 강남구 학동로165 (논현동, 마일스디오빌)"
2014,20140619,주유소,신규등록,대천주유소,경기도 연천군 연신로755 (신서면)
2014,20140619,석유대리점,신규등록,(주)미진에너지,부산광역시 수영구 수영로668 (광안동)
2014,20140619,주유소,신규등록,고성주유소,강원도 고성군 향목서길3 (죽왕면)
2014,20140619,주유소,재영업,롯데마트 서청주점 주유소,충청북도 청주시 흥덕구 직지대로240번길25 (지동동)
2014,20140619,주유소,휴업,황산벌주유소,충청남도 논산시 계백로1645 (부적면)
2014,20140619,주유소,휴업,단암주유소,충청북도 충주시 앙암로1158 (앙성면)
2014,20140620,주유소,신규등록,내원주유소 (주)기센에너지 직영,경상남도 양산시 양산대로1964 (하북면)
2014,20140620,주유소,신규등록,엄지주유소,경기도 동두천시 강변로670 (동두천동)
2014,20140620,주유소,신규등록,상록주유소,전라북도 부안군 변산로3214 (변산면)
2014,20140620,주유소,신규등록,대림주유소,경상북도 군위군 치산효령로1274 (부계면)
2014,20140620,주유소,재영업,미키주유소,경기도 용인시 기흥구 용구대로2469번길57 (보정동)
2014,20140620,주유소,재영업,새금호주유소,경상북도 군위군 경북대로3092 (군위읍)
2014,20140620,주유소,재영업,덕양제7주유소,경기도 고양시 일산동구 무궁화로250 (풍동)
2014,20140620,주유소,재영업,용인에너지프라자(주),경기도 용인시 처인구 중부대로2454 (양지면)
2014,20140620,주유소,재영업,갑호주유소,강원도 고성군 금강산로49 (현내면)
2014,20140620,주유소,재영업,서서울주유소(주),경기도 고양시 일산서구 덕이로292번길13 (덕이동)
2014,20140620,석유대리점,폐업,(주)대흥,부산광역시 중구 충장대로5번길30 (중앙동4가)
2014,20140620,주유소,폐업,극락강주유소,광주광역시 광산구 목련로335 (신가동)
2014,20140620,일반판매소,폐업,호남석유,서울특별시 도봉구 도봉로3길 12-58(방학동)
2014,20140623,주유소,신규등록,다대주유소,경기도 양평군 설악로249 (청운면)
2014,20140623,주유소,신규등록,한겨레주유소,충청북도 충주시 중원대로2410 (살미면)
2014,20140623,주유소,신규등록,형제주유소,울산광역시 북구 무룡로90 (연암동)
2014,20140623,주유소,신규등록,태양주유소,경기도 용인시 처인구 백옥대로1011 (남동)
2014,20140623,석유대리점,신규등록,오일파크(주),인천광역시 계양구 계양대로61 (작전동)
2014,20140623,주유소,신규등록,아시아사상주유소,부산광역시 사상구 새벽로207 (괘법동)
2014,20140623,주유소,신규등록,코리아주유소,충청남도 예산군 충서로994 (예산읍)
2014,20140623,주유소,신규등록,(주)유턴상사 유턴주유소,서울특별시 강서구 남부순환로57 (공항동)
2014,20140623,석유대리점,신규등록,(주)은성석유,부산광역시 금정구 부곡온천천로204 (구서동)
2014,20140623,주유소,재영업,차사랑주유소,대구광역시 남구 성당로138 (대명동)
2014,20140623,주유소,재영업,99주유소,경기도 화성시 포승향남로2978 (팔탄면)
2014,20140623,주유소,재영업,대보디앤에스(주)함평나비(무안)주유소,전라남도 함평군 무안광주고속도로11-1 (엄다면)
2014,20140623,주유소,재영업,덕암주유소,전라남도 곡성군 곡순로2046 (겸면)
2014,20140623,주유소,재영업,현대주유소,경상남도 진주시 대신로431 (초전동)
2014,20140623,일반판매소,재영업,서부여농협충화지점석유판매소,충청남도 부여군 팔충로783 (충화면)
2014,20140623,주유소,폐업,중장주유소,충청남도 공주시 갑사로345 (계룡면)
2014,20140624,주유소,신규등록,대야농협주유소,전라북도 군산시 번영로916 (대야면)
2014,20140624,주유소,재영업,으뜸주유소,경상남도 밀양시 밀양대로1744 (삼문동)
2014,20140624,주유소,재영업,세본SELF주유소,광주광역시 북구 용주로21 (용봉동)
2014,20140624,석유대리점,폐업,(주)유진마린,부산광역시 영도구 봉래나루로58 (봉래동1가)
2014,20140624,주유소,폐업,만든주유소,경상북도 포항시 남구 중앙로135 (해도동)
2014,20140624,주유소,폐업,한마음주유소,경상북도 영천시 장수로2385 (신녕면)
2014,20140625,주유소,신규등록,SK네트웍스(주)현대주유소,강원도 춘천시 중앙로171 (근화동)
2014,20140625,석유대리점,신규등록,이화파트너스(주)유류대리점,충청북도 충주시 첨단산업로1315 (중앙탑면)
2014,20140625,주유소,신규등록,소망주유소,대구광역시 동구 동촌로148 (검사동)
2014,20140625,주유소,신규등록,푸른주유소,충청남도 논산시 동안로73 (강경읍)
2014,20140625,주유소,신규등록,청룡주유소,경상북도 군위군 경북대로4225 (군위읍)
2014,20140625,주유소,신규등록,대성주유소,전라남도 영광군 홍농로560 (홍농읍)
2014,20140625,주유소,재영업,우송주유소,충청북도 제천시 단양로2935 (대랑동)
2014,20140625,주유소,재영업,도담주유소,서울특별시 도봉구 도봉로941 (도봉동)
2014,20140625,주유소,재영업,백석주유소,경기도 김포시 김포대로2002 (통진읍)
2014,20140625,주유소,재영업,울산컨트리주유소,울산광역시 울주군 웅촌로29 (웅촌면)
2014,20140625,주유소,재영업,SK네트웍스(주)JH셀프주유소,경기도 화성시 서해로962 (팔탄면)
2014,20140625,주유소,재영업,믿음가득주유소,전라남도 순천시 녹색로563 (별량면)
2014,20140625,주유소,휴업,(주)유공에너지,충청북도 충주시 팽고리산길54 (금릉동)
2014,20140626,주유소,신규등록,강원주유소,강원도 강릉시 동해대로3433 (대전동)
2014,20140626,주유소,재영업,한진주유소,경기도 양주시 화합로591 (남면)
2014,20140626,주유소,재영업,신도화정보,인천광역시 남구 경인로304 (도화동)
2014,20140626,주유소,재영업,(주)신삼성로주유소,광주광역시 광산구 사암로708 (도천동)
2014,20140626,주유소,재영업,대동주유소,경기도 양평군 용문로307 (용문면)
2014,20140626,주유소,휴업,대양주유소,충청남도 금산군 무금로1831 (부리면)
2014,20140627,주유소,신규등록,가현주유소,경상북도 칠곡군 낙동대로234 (가산면)
2014,20140627,주유소,재영업,(주)바이오시스 벌곡(논산)주유소,충청남도 논산시 호남지선고속도로25 (벌곡면)
2014,20140627,주유소,재영업,화진주유소,경상북도 포항시 북구 동해대로3282 (송라면)
2014,20140627,주유소,재영업,대신오일보령주유소,충청남도 보령시 충서로1350 (웅천읍)
2014,20140627,주유소,재영업,행복한셀프주유소,부산광역시 사상구 학감대로73 (학장동)
2014,20140628,주유소,재영업,행복이가득한주유소,경기도 평택시 서해로399 (현덕면)
2014,20140629,주유소,신규등록,마지리주유소,강원도 평창군 평창강로810 (평창읍)
2014,20140630,주유소,신규등록,전국오일뱅크주유소,경상북도 영천시 영천아이시로11 (작산동)
2014,20140630,주유소,신규등록,도문주유소,강원도 속초시 설악산로100 (도문동)
2014,20140630,주유소,신규등록,태양주유소,충청남도 공주시 차령로3737 (정안면)
2014,20140630,주유소,신규등록,태종석유석산알뜰주유소,경상남도 양산시 동면 양산대로 505
2014,20140630,주유소,신규등록,횡성농협 클린주유소,강원도 횡성군 한우로323 (횡성읍)
2014,20140630,주유소,신규등록,금왕주유소,충청북도 음성군 무극로154 (금왕읍)
2014,20140630,주유소,재영업,동대구고속주유소,대구광역시 동구 동촌로358 (용계동)
2014,20140630,주유소,재영업,(주)건연화룡 석계주유소,경상남도 양산시 상북중앙로369 (상북면)
2014,20140630,주유소,재영업,마지리주유소,강원도 평창군 평창강로810 (평창읍)
2014,20140630,주유소,재영업,가은주유소,경상북도 문경시 대야로2407 (가은읍)
2014,20140630,주유소,휴업,대동주유소,경상북도 영양군 영양로998 (입암면)
2014,20140630,주유소,휴업,동부주유소,제주특별자치도 제주시 일주동로175 (화북일동)
2014,20140630,주유소,휴업,대성IC주유소,경상북도 김천시 영남대로1500 (부곡동)
2014,20140630,주유소,휴업,고현주유소,경기도 오산시 남부대로511 (고현동)
2014,20140630,주유소,휴업,에스엠주유소,충청북도 음성군 대금로906 (대소면)
2014,20140630,주유소,휴업,덕신주유소,강원도 철원군 청양로650 (김화읍)
2014,20140630,주유소,휴업,길에너지(주)중앙주유소,경기도 동두천시 평화로2266 (지행동)
2014,20140630,주유소,휴업,(주)일광에너비스 제1주유소,경기도 화성시 효행로420 (안녕동)
2014,20140630,주유소,휴업,(주)반석에너지,경기도 남양주시 경강로351 (삼패동)
2014,20140630,주유소,휴업,씨제이대한통운(주)직영천호점주유소,서울특별시 강동구 천중로67 (천호동)
2014,20140630,주유소,휴업,남송주유소,강원도 원주시 남원로380 (판부면)
2014,20140630,주유소,휴업,법전주유소,경상북도 봉화군 법전로81 (법전면)
2014,20140630,주유소,휴업,태산주유소,경상북도 포항시 북구 기계로459 (기계면)
2014,20140630,주유소,휴업,백두주유소,경기도 연천군 청창로728 (청산면)
2014,20140630,주유소,휴업,광적주유소,경기도 양주시 부흥로917 (광적면)
2014,20140630,주유소,휴업,SK구성주유소,경기도 용인시 기흥구 용구대로2330 (마북동)
2014,20140630,주유소,휴업,구도일주유소 뉴설악,강원도 속초시 설악산로35 (도문동)
2014,20140630,주유소,휴업,(주)중앙에너비스 양평지점,경기도 양평군 경강로962 (양서면)
2014,20140630,주유소,휴업,(주)아워홈서라벌광장주유소,경상북도 경주시 서라벌대로417 (율동)
2014,20140630,주유소,휴업,해평농협주유소,경상북도 구미시 강동로1970 (해평면)
2014,20140630,주유소,휴업,로또주유소,전라북도 익산시 동서로114 (모현동2가)
2014,20140630,주유소,휴업,오성상사 주식회사,경기도 연천군 평화로291 (청산면)
2014,20140630,주유소,휴업,부흥주유소,경상북도 포항시 남구 철강로754 (오천읍)
2014,20140630,주유소,휴업,농협경제지주(주) 군위주유소,경상북도 군위군 경북대로2185-1 (효령면)
2014,20140630,주유소,휴업,삼악산주유소,강원도 춘천시 경춘로1014 (서면)
2014,20140630,주유소,휴업,씨앤에스유통(주) 세연주유소,경기도 용인시 처인구 백옥대로1309 (유방동)
2014,20140630,주유소,휴업,현대주유소,강원도 횡성군 고원로257 (둔내면)
2014,20140630,주유소,휴업,애조로주유소,제주특별자치도 제주시 일주서로6806 (애월읍)
2014,20140630,주유소,휴업,대광주유소,경상북도 고령군 다산로717 (다산면)
2014,20140630,주유소,휴업,(주)태백산에너지 상주아이씨주유소,경상북도 상주시 영남제일로1266 (외답동)
2014,20140630,주유소,휴업,동네주유소,경기도 부천시 원미구 부일로425 (심곡동)
2014,20140630,주유소,휴업,대기주유소,대구광역시 북구 팔달로41 (노원동3가)
2014,20140630,주유소,휴업,오창(통영방향)주유소,충청북도 청주시 청원구 중부고속도로19 (오창읍)
2014,20140630,주유소,휴업,미룡주유소,경상남도 고성군 공룡로2187 (삼산면)
2014,20140630,주유소,휴업,(주)삼호에너지 보동주유소,경기도 안성시 안성대로1532 (대덕면)
2014,20140630,주유소,휴업,광천IC주유소,충청남도 홍성군 홍남로435 (은하면)
2014,20140630,주유소,휴업,일동 셀프5주유소,경기도 포천시 화동로1322 (일동면)
2014,20140630,주유소,휴업,SK건천주유소,경상북도 경주시 내서로1080 (건천읍)
2014,20140630,주유소,휴업,수현주유소,경상북도 경주시 내서로909 (건천읍)
2014,20140630,주유소,휴업,남선석유(주) 구도일 평촌주유소,경기도 의왕시 갈미로2(내손동 797)
2014,20140630,주유소,휴업,OK주유소,전라남도 영암군 녹색로1627 (삼호읍)
2014,20140630,주유소,휴업,명가주유소,경기도 수원시 권선구 정조로599 (세류동)
2014,20140630,주유소,휴업,삼성주유소,서울특별시 은평구 증산로379 (신사동)
2014,20140630,주유소,휴업,(주)성일상사 가리파주유소,강원도 원주시 치악로447 (신림면)
2014,20140630,주유소,휴업,망상IC주유소,강원도 동해시 동해대로6124 (망상동)
2014,20140630,주유소,휴업,한진(주)여의도주유소        (현 청룡주유소),서울특별시 영등포구 국회대로786 (여의도동)
2014,20140630,주유소,휴업,신성ENG,경기도 파주시 통일로824 (월롱면)
2014,20140630,주유소,휴업,(주)삼호에너지 미금주유소,경기도 남양주시 경춘로503 (지금동)
2014,20140630,주유소,휴업,비전주유소,전라북도 전주시 덕진구 원장동길80 (장동)
2014,20140630,주유소,휴업,믿음주유소(1),강원도 고성군 청간정길5 (토성면)
2014,20140630,주유소,휴업,한누리주유소,경기도 김포시 김포대로2519 (월곶면)
2014,20140630,주유소,휴업,서부주유소,충청북도 괴산군 임꺽정로162 (괴산읍)
2014,20140630,주유소,휴업,대길주유소,경상북도 김천시 남김천대로3113 (구성면)
2014,20140630,주유소,휴업,중앙주유소,강원도 원주시 치악로1263 (관설동)
2014,20140630,주유소,휴업,금호주유소,충청북도 괴산군 쌍곡로5-1 (칠성면)
2014,20140630,주유소,휴업,천일주유소,경상남도 밀양시 석정로77 (내일동)
2014,20140630,주유소,휴업,서산공용버스터미널주유소,충청남도 서산시 안견로190 (동문동)
2014,20140630,주유소,휴업,성산주유소,충청북도 청주시 청원구 두릉유리로755 (오창읍)
2014,20140630,주유소,휴업,부미주유소,경상북도 군위군 한티로2411 (부계면)
2014,20140630,주유소,휴업,동해안여명주유소,강원도 양양군 동해대로1984 (손양면)
2014,20140630,주유소,휴업,LG칼텍스정유(주)서원주유소,강원도 원주시 북원로2266 (단계동)
2014,20140630,주유소,휴업,물곡주유소,전라북도 진안군 진장로400 (진안읍)
2014,20140630,주유소,휴업,천보산주유소,경기도 포천시 송우로124 (소흘읍)
2014,20140630,주유소,휴업,동해농협주유소,경상북도 포항시 남구 일월로113 (동해면)
2014,20140630,주유소,휴업,스마일주유소,경상북도 울진군 덕구온천로488 (북면)
2014,20140630,주유소,휴업,서암주유소,전라북도 김제시 벽성로420 (서암동)
2014,20140630,주유소,휴업,시너직주유소,경상북도 경주시 산업로3585 (동방동)
2014,20140630,주유소,휴업,(주)그린오가닉 하조대주유소,강원도 양양군 동해대로1685-6 (현북면)
2014,20140630,주유소,휴업,가평셀프주유소,경기도 가평군 경춘로2065 (가평읍)
2014,20140630,주유소,휴업,통일주유소,강원도 철원군 호국로4931 (갈말읍)
2014,20140630,주유소,휴업,노진수12석유(주) 장파리 주유소,경기도 파주시 율곡로1464-5 (적성면)
2014,20140630,주유소,휴업,(주)케이에너지,경기도 여주시 광여로1526 (산북면)
2014,20140630,주유소,휴업,유한회사 나들목주유소,전라북도 고창군 동서대로1882 (고창읍)
2014,20140630,주유소,휴업,동부주유소,경상북도 청송군 경동로3603 (진보면)
2014,20140630,주유소,휴업,㈜대호페트로 갤러리주유소 평택점,경기도 평택시 남부대로597 (진위면)
2014,20140630,주유소,휴업,해성주유소,경기도 양평군 개군로135 (개군면)
2014,20140630,석유대리점,휴업,(주)엘투비패트로,인천광역시 계양구 마장로522번길5-2 (효성동)
2014,20140630,주유소,휴업,"(주)이젠케이, 이젠케이제1주유소",경상북도 포항시 북구 동해대로1879 (흥해읍)
2014,20140630,주유소,휴업,(주)삼호에너지 퇴계원주유소,경기도 남양주시 경춘북로485 (퇴계원면)
2014,20140630,주유소,휴업,요산주유소,경상북도 봉화군 봉화로508 (봉화읍)
2014,20140630,주유소,휴업,삼영주유소,경상북도 포항시 북구 한동로431 (흥해읍)
2014,20140630,주유소,휴업,완주주유소,전라북도 완주군 백두전와길59 (삼례읍)
2014,20140630,주유소,휴업,구미보주유소,경상북도 구미시 낙동대로2469 (해평면)
2014,20140630,주유소,휴업,청풍주유소,충청북도 음성군 오신로246 (생극면)
2014,20140630,주유소,휴업,행원주유소,제주특별자치도 제주시 행원로74 (구좌읍)
2014,20140630,석유대리점,휴업,(주)휴먼로지스,울산광역시 울주군 공단로429 (온산읍)
2014,20140630,주유소,휴업,오산주유소,전라북도 고창군 녹두로1033 (고창읍)
2014,20140630,주유소,휴업,화산주유소,경상북도 경주시 천강로319 (천북면)
2014,20140630,주유소,휴업,만남의주유소,전라북도 완주군 교동길5 (구이면)
2014,20140630,석유대리점,폐업,디에스에너지(주),경기도 포천시 가산로147번길23-43 (가산면)
2014,20140630,석유대리점,폐업,(주)21세기에너지,경상남도 김해시 분성로557번길53 (어방동)
2014,20140630,석유대리점,폐업,로엔케이(주) 인천지점,인천광역시 남동구 인주대로623번길26 (구월동)
2014,20140630,석유대리점,폐업,두영해운(유),인천광역시 남구 인중로22 (숭의동)
2014,20140630,석유대리점,폐업,선광이앤티(주),경상북도 상주시 영남제일로1262 (외답동)
2014,20140630,석유대리점,휴업,(주)휴먼로지스,울산광역시 울주군 공단로429 (온산읍)
2014,20140630,석유대리점,폐업,(주)유영,울산광역시 남구 장생포고래로143 (장생포동)
2014,20140630,석유대리점,폐업,(주)양원,서울특별시 송파구 위례성대로260 (오금동)
2014,20140630,석유대리점,폐업,(주)제이슨코퍼레이션,"서울특별시 강남구 테헤란로63길12 (삼성동, LG 선릉에클라트 B)"
2014,20140630,석유대리점,폐업,(주)다성,"인천광역시 남구 토금중로60 (용현동, 금호 어울림 4단지)"
2014,20140630,석유대리점,폐업,동양네트웍스(주)삼척사업소,강원도 삼척시 박걸남로957-7 (적노동)
2014,20140630,석유대리점,폐업,(주)깨끗한,충청북도 제천시 내토로722 (교동)
2014,20140630,석유대리점,폐업,동양네트웍스(주)서산사업소,충청남도 서산시 덕지천로166 (석남동)
2014,20140630,석유대리점,폐업,성운에너지(주),부산광역시 서구 자갈치로11 (충무동1가)
2014,20140630,석유대리점,폐업,(주)남동에너지,부산광역시 북구 화명대로94번길12 (화명동)
2014,20140630,석유대리점,폐업,씨티산업(주),"부산광역시 남구 수영로294 (대연동, 대연동동일스위트)"
2014,20140630,주유소,폐업,공지천주유소,강원도 춘천시 영서로2456 (근화동)
2014,20140630,주유소,폐업,북원주유소,강원도 원주시 흥양로102 (태장동)
2014,20140630,주유소,폐업,문막주유소,강원도 원주시 원문로1848 (문막읍)
2014,20140630,주유소,폐업,행복가득주유소,강원도 원주시 정지길8 (학성동)
2014,20140630,주유소,폐업,한계령주유소,강원도 양양군 설악로1556 (서면)
2014,20140630,주유소,폐업,(주)태원에너지,경기도 수원시 권선구 경수대로197 (세류동)
2014,20140630,주유소,폐업,(주)어울림,경기도 수원시 팔달구 정조로889 (장안동)
2014,20140630,주유소,폐업,씨제이제일제당(주),경기도 수원시 영통구 광교로56 (이의동)
2014,20140630,주유소,폐업,흥안주유소,경기도 안양시 동안구 흥안대로139 (호계동)
2014,20140630,주유소,폐업,금성주유소,경기도 부천시 원미구 부흥로358 (심곡동)
2014,20140630,주유소,폐업,행운주유소,경기도 동두천시 평화로2986-4 (상봉암동)
2014,20140630,주유소,폐업,진성석유(주),경기도 평택시 경기대로538 (세교동)
2014,20140630,주유소,폐업,부곡주유소,경기도 안산시 상록구 부곡로120 (부곡동)
2014,20140630,주유소,폐업,서탄에너지(주) 삼안주유소,경기도 오산시 경기대로397 (은계동)
2014,20140630,주유소,폐업,장미주유소,경기도 시흥시 서해안로1670번길82 (계수동)
2014,20140630,주유소,폐업,해창주유소,경기도 평택시 고덕로105 (고덕면)
2014,20140630,주유소,사업정지,왕림주유소,경기도 화성시 삼천병마로1079-4 (봉담읍)
2014,20140630,주유소,폐업,다율리주유소,경기도 파주시 파주로345 (다율동)
2014,20140630,주유소,폐업,파주신도시주유소,경기도 파주시 대추골길8-19 (동패동)
2014,20140630,주유소,등록취소,방미주유소,경기도 파주시 사임당로392 (문산읍)
2014,20140630,주유소,폐업,수색교주유소,경기도 고양시 덕양구 중앙로40 (덕은동)
2014,20140630,주유소,폐업,도내세우주유소,경기도 고양시 덕양구 흥도로112 (도내동)
2014,20140630,주유소,폐업,능평주유소,경기도 광주시 능평로101 (오포읍)
2014,20140630,주유소,폐업,삼거주유소,경기도 광주시 대석동길45번길3-6 (곤지암읍)
2014,20140630,주유소,미영업,일동주유소,경기도 포천시 화동로1085 (일동면)
2014,20140630,주유소,폐업,중앙주유소,경상북도 포항시 북구 해안로13 (항구동)
2014,20140630,주유소,폐업,보불로주유소,경상북도 경주시 보불로26 (마동)
2014,20140630,주유소,폐업,동아주유소,경상북도 경주시 화랑로6 (성건동)
2014,20140630,주유소,폐업,명성주유소,경상북도 구미시 송동로79 (도량동)
2014,20140630,주유소,휴업,구미보주유소,경상북도 구미시 낙동대로2469 (해평면)
2014,20140630,주유소,폐업,한일주유소,경상북도 경주시 태종로741 (노서동)
2014,20140630,주유소,폐업,세한주유소,경상북도 경주시 태종로692 (사정동)
2014,20140630,주유소,휴업,화산주유소,경상북도 경주시 천강로319 (천북면)
2014,20140630,주유소,폐업,농남주유소,경상북도 김천시 농남로412 (농소면)
2014,20140630,주유소,폐업,럭키주유소,경상북도 구미시 금오대로401 (오태동)
2014,20140630,주유소,폐업,녹색미성주유소,경상북도 칠곡군 낙동대로222 (가산면)
2014,20140630,주유소,폐업,북산주유소,대구광역시 북구 대학로135 (산격동)
2014,20140630,주유소,폐업,한양주유소,울산광역시 남구 북부순환도로64 (무거동)
2014,20140630,주유소,폐업,대성주유소,전라남도 담양군 죽향대로727 (봉산면)
2014,20140630,주유소,폐업,비금농협주유소,전라남도 신안군 서남문로791 (비금면)
2014,20140630,주유소,폐업,온천주유소,전라북도 전주시 덕진구 안덕원로372 (산정동)
2014,20140630,주유소,폐업,전주셀프,전라북도 전주시 완산구 팔달로160 (경원동1가)
2014,20140630,주유소,폐업,제일산업,전라북도 남원시 쑥고개로723 (주천면)
2014,20140630,주유소,휴업,만남의주유소,전라북도 완주군 교동길5 (구이면)
2014,20140630,주유소,휴업,오산주유소,전라북도 고창군 녹두로1033 (고창읍)
2014,20140630,주유소,폐업,부안농협백산지소,전라북도 부안군 백산로331 (백산면)
2014,20140630,주유소,휴업,완주주유소,전라북도 완주군 백두전와길59 (삼례읍)
2014,20140630,주유소,폐업,창천주유소,제주특별자치도 서귀포시 일주서로1307 (상예동)
2014,20140630,주유소,휴업,행원주유소,제주특별자치도 제주시 행원로74 (구좌읍)
2014,20140630,주유소,폐업,현대주유소,충청남도 천안시 서북구 동서대로154 (성정동)
2014,20140630,주유소,폐업,성정주유소,충청남도 천안시 서북구 서부6길16 (성정동)
2014,20140630,주유소,폐업,온석주유소,충청남도 서산시 서령로270 (온석동)
2014,20140630,주유소,폐업,대명주유소,충청남도 보령시 대해로402 (남곡동)
2014,20140630,주유소,미영업,엘림주유소,충청남도 서산시 무학로847 (부석면)
2014,20140630,주유소,폐업,아르델주유소,충청남도 서산시 서해로3837 (음암면)
2014,20140630,주유소,미영업,용연주유소,충청남도 당진시 역천로604 (용연동)
2014,20140630,주유소,폐업,동양주유소,충청남도 공주시 모란길90 (의당면)
2014,20140630,주유소,폐업,박정자주유소,대전광역시 동구 우암로224 (가양동)
2014,20140630,주유소,폐업,태흥주유소,충청남도 태안군 환동로68 (태안읍)
2014,20140630,주유소,폐업,보성주유소,경기도 광주시 경충대로358 (곤지암읍)
2014,20140630,주유소,폐업,동곡리 현대주유소,충청남도 당진시 동곡로75 (송산면)
2014,20140630,주유소,폐업,사문주유소,충청북도 충주시 미륵송계로265 (수안보면)
2014,20140630,주유소,폐업,삼호주유소,충청북도 제천시 용두대로29길74 (신월동)
2014,20140630,주유소,폐업,백송주유소,충청북도 진천군 진광로621 (이월면)
2014,20140630,주유소,휴업,청풍주유소,충청북도 음성군 오신로246 (생극면)
2014,20140630,주유소,폐업,운정주유소,충청북도 음성군 중원대로14 (생극면)
2014,20140630,일반판매소,폐업,교촌유업사,경상북도 영주시 동양대로129번길184 (풍기읍)
2014,20140630,일반판매소,폐업,덕두유류,부산광역시 강서구 공항로811번길26 (대저2동)
2014,20140630,일반판매소,폐업,현대석유,부산광역시 사상구 사상로469번길1 (모라동)
2014,20140630,일반판매소,폐업,삼영에너지,경북 구미시 봉곡동 23
2014,20140701,주유소,신규등록,소호주유소,울산광역시 울주군 삼동로64 (삼동면)
2014,20140701,주유소,신규등록,굿모닝주유소,광주광역시 광산구 북문대로389 (신창동)
2014,20140701,주유소,신규등록,직영주유소,경기도 평택시 서해로1449 (청북읍)
2014,20140701,주유소,신규등록,소호주유소,울산광역시 울주군 삼동로64 (삼동면)
2014,20140701,주유소,신규등록,노다지주유소,인천광역시 연수구 앵고개로113 (동춘동)
2014,20140701,주유소,신규등록,지리산새마을금고주유소,경상남도 함양군 고운로104 (함양읍)
2014,20140701,주유소,신규등록,국민에너지(주) 중앙로주유소,경기도 고양시 덕양구 중앙로113 (화전동)
2014,20140701,석유대리점,신규등록,(주)유선산업,인천광역시 남구 토금중로33 (용현동)
2014,20140701,주유소,신규등록,율하신도시주유소,경상남도 김해시 율하로293 (율하동)
2014,20140701,주유소,신규등록,행복날개주유소,충청남도 아산시 온천대로1829 (배방읍)
2014,20140701,주유소,신규등록,행복가득주유소,강원도 원주시 강변로685 (학성동)
2014,20140701,석유대리점,신규등록,(주)비포트써비스,부산광역시 동구 중앙대로286번길9 (초량동)
2014,20140701,주유소,신규등록,SK용천주유소,경기도 광주시 천진암로412 (퇴촌면)
2014,20140701,주유소,신규등록,삼일주유소,경상북도 문경시 중앙로206 (흥덕동)
2014,20140701,주유소,신규등록,진월IC주유소,전라남도 광양시 백운1로512 (진월면)
2014,20140701,주유소,신규등록,에스지이에너지,인천광역시 서구 건지로153번길7 (석남동)
2014,20140701,주유소,신규등록,(주)재원에너지,인천광역시 서구 서곶로749 (백석동)
2014,20140701,주유소,신규등록,행정타운주유소,경기도 화성시 시청로275 (남양읍)
2014,20140701,주유소,신규등록,동양주유소,충청북도 청주시 청원구 공항로156 (율량동)
2014,20140701,주유소,신규등록,SK수완무들셀프주유소,광주광역시 광산구 풍영로101번안길19-2 (흑석동)
2014,20140701,주유소,신규등록,가나주유소,경기도 남양주시 경강로318 (삼패동)
